date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Next_Day_AQI
2023-02-20,183,100.65,197.64,151.89,208.62,1.92,173.85,201.0
2023-02-21,201,110.55,217.08,166.83,229.14,2.11,190.95,123.0
2023-02-22,123,67.65,132.84,102.09,140.22,1.29,116.85,172.0
2023-02-23,172,94.6,185.76,142.76,196.08,1.81,163.4,219.0
2023-02-24,219,120.45,236.52,181.77,249.66,2.3,208.05,197.0
2023-02-25,197,108.35,212.76,163.51,224.58,2.07,187.15,208.0
2023-02-26,208,114.4,224.64,172.64,237.12,2.18,197.6,194.0
2023-02-27,194,106.7,209.52,161.02,221.16,2.04,184.3,188.0
2023-02-28,188,103.4,203.04,156.04,214.32,1.97,178.6,214.0
2023-01-03,214,117.7,231.12,177.62,243.96,2.25,203.3,198.0
2023-02-03,198,108.9,213.84,164.34,225.72,2.08,188.1,262.0
2023-03-03,262,144.1,282.96,217.46,298.68,2.75,248.9,86.0
2023-04-03,86,47.3,92.88,71.38,98.04,0.9,81.7,80.0
2023-05-03,80,44.0,86.4,66.4,91.2,0.84,76.0,74.0
2023-06-03,74,40.7,79.92,61.42,84.36,0.78,70.3,62.0
2023-07-03,62,34.1,66.96,51.46,70.68,0.65,58.9,62.0
2023-08-03,62,34.1,66.96,51.46,70.68,0.65,58.9,80.0
2023-09-03,80,44.0,86.4,66.4,91.2,0.84,76.0,116.0
2023-10-03,116,63.8,125.28,96.28,132.24,1.22,110.2,178.0
2023-11-03,178,97.9,192.24,147.74,202.92,1.87,169.1,144.0
2023-12-03,144,79.2,155.52,119.52,164.16,1.51,136.8,213.0
2023-03-13,213,117.15,230.04,176.79,242.82,2.24,202.35,199.0
2023-03-14,199,109.45,214.92,165.17,226.86,2.09,189.05,165.0
2023-03-15,165,90.75,178.2,136.95,188.1,1.73,156.75,146.0
2023-03-16,146,80.3,157.68,121.18,166.44,1.53,138.7,117.0
2023-03-17,117,64.35,126.36,97.11,133.38,1.23,111.15,118.0
2023-03-18,118,64.9,127.44,97.94,134.52,1.24,112.1,97.0
2023-03-19,97,53.35,104.76,80.51,110.58,1.02,92.15,90.0
2023-03-20,90,49.5,97.2,74.7,102.6,0.95,85.5,91.0
2023-03-21,91,50.05,98.28,75.53,103.74,0.96,86.45,96.0
2023-03-22,96,52.8,103.68,79.68,109.44,1.01,91.2,86.0
2023-03-23,86,47.3,92.88,71.38,98.04,0.9,81.7,73.0
2023-03-24,73,40.15,78.84,60.59,83.22,0.77,69.35,88.0
2023-03-25,88,48.4,95.04,73.04,100.32,0.92,83.6,98.0
2023-03-26,98,53.9,105.84,81.34,111.72,1.03,93.1,97.0
2023-03-27,97,53.35,104.76,80.51,110.58,1.02,92.15,117.0
2023-03-28,117,64.35,126.36,97.11,133.38,1.23,111.15,125.0
2023-03-29,125,68.75,135.0,103.75,142.5,1.31,118.75,106.0
2023-03-30,106,58.3,114.48,87.98,120.84,1.11,100.7,82.0
2023-03-31,82,45.1,88.56,68.06,93.48,0.86,77.9,204.0
2023-01-04,204,112.2,220.32,169.32,232.56,2.14,193.8,201.0
2023-02-04,201,110.55,217.08,166.83,229.14,2.11,190.95,281.0
2023-03-04,281,154.55,303.48,233.23,320.34,2.95,266.95,86.0
2023-04-04,86,47.3,92.88,71.38,98.04,0.9,81.7,76.0
2023-05-04,76,41.8,82.08,63.08,86.64,0.8,72.2,72.0
2023-06-04,72,39.6,77.76,59.76,82.08,0.76,68.4,65.0
2023-07-04,65,35.75,70.2,53.95,74.1,0.68,61.75,73.0
2023-08-04,73,40.15,78.84,60.59,83.22,0.77,69.35,86.0
2023-09-04,86,47.3,92.88,71.38,98.04,0.9,81.7,121.0
2023-10-04,121,66.55,130.68,100.43,137.94,1.27,114.95,180.0
2023-11-04,180,99.0,194.4,149.4,205.2,1.89,171.0,128.0
2023-12-04,128,70.4,138.24,106.24,145.92,1.34,121.6,130.0
2023-04-13,130,71.5,140.4,107.9,148.2,1.37,123.5,126.0
2023-04-14,126,69.3,136.08,104.58,143.64,1.32,119.7,110.0
2023-04-15,110,60.5,118.8,91.3,125.4,1.16,104.5,100.0
2023-04-16,100,55.0,108.0,83.0,114.0,1.05,95.0,95.0
2023-04-17,95,52.25,102.6,78.85,108.3,1.0,90.25,103.0
2023-04-18,103,56.65,111.24,85.49,117.42,1.08,97.85,125.0
2023-04-19,125,68.75,135.0,103.75,142.5,1.31,118.75,106.0
2023-04-20,106,58.3,114.48,87.98,120.84,1.11,100.7,79.0
2023-04-21,79,43.45,85.32,65.57,90.06,0.83,75.05,74.0
2023-04-22,74,40.7,79.92,61.42,84.36,0.78,70.3,86.0
2023-04-23,86,47.3,92.88,71.38,98.04,0.9,81.7,77.0
2023-04-24,77,42.35,83.16,63.91,87.78,0.81,73.15,101.0
2023-04-25,101,55.55,109.08,83.83,115.14,1.06,95.95,94.0
2023-04-26,94,51.7,101.52,78.02,107.16,0.99,89.3,92.0
2023-04-27,92,50.6,99.36,76.36,104.88,0.97,87.4,71.0
2023-04-28,71,39.05,76.68,58.93,80.94,0.75,67.45,81.0
2023-04-29,81,44.55,87.48,67.23,92.34,0.85,76.95,81.0
2023-04-30,81,44.55,87.48,67.23,92.34,0.85,76.95,223.0
2023-01-05,223,122.65,240.84,185.09,254.22,2.34,211.85,226.0
2023-02-05,226,124.3,244.08,187.58,257.64,2.37,214.7,260.0
2023-03-05,260,143.0,280.8,215.8,296.4,2.73,247.0,87.0
2023-04-05,87,47.85,93.96,72.21,99.18,0.91,82.65,75.0
2023-05-05,75,41.25,81.0,62.25,85.5,0.79,71.25,73.0
2023-06-05,73,40.15,78.84,60.59,83.22,0.77,69.35,65.0
2023-07-05,65,35.75,70.2,53.95,74.1,0.68,61.75,62.0
2023-08-05,62,34.1,66.96,51.46,70.68,0.65,58.9,81.0
2023-09-05,81,44.55,87.48,67.23,92.34,0.85,76.95,120.0
2023-10-05,120,66.0,129.6,99.6,136.8,1.26,114.0,198.0
2023-11-05,198,108.9,213.84,164.34,225.72,2.08,188.1,136.0
2023-12-05,136,74.8,146.88,112.88,155.04,1.43,129.2,99.0
2023-05-13,99,54.45,106.92,82.17,112.86,1.04,94.05,52.0
2023-05-14,52,28.6,56.16,43.16,59.28,0.55,49.4,68.0
2023-05-15,68,37.4,73.44,56.44,77.52,0.71,64.6,67.0
2023-05-16,67,36.85,72.36,55.61,76.38,0.7,63.65,69.0
2023-05-17,69,37.95,74.52,57.27,78.66,0.72,65.55,75.0
2023-05-18,75,41.25,81.0,62.25,85.5,0.79,71.25,76.0
2023-05-19,76,41.8,82.08,63.08,86.64,0.8,72.2,80.0
2023-05-20,80,44.0,86.4,66.4,91.2,0.84,76.0,73.0
2023-05-21,73,40.15,78.84,60.59,83.22,0.77,69.35,70.0
2023-05-22,70,38.5,75.6,58.1,79.8,0.74,66.5,79.0
2023-05-23,79,43.45,85.32,65.57,90.06,0.83,75.05,69.0
2023-05-24,69,37.95,74.52,57.27,78.66,0.72,65.55,68.0
2023-05-25,68,37.4,73.44,56.44,77.52,0.71,64.6,67.0
2023-05-26,67,36.85,72.36,55.61,76.38,0.7,63.65,73.0
2023-05-27,73,40.15,78.84,60.59,83.22,0.77,69.35,75.0
2023-05-28,75,41.25,81.0,62.25,85.5,0.79,71.25,78.0
2023-05-29,78,42.9,84.24,64.74,88.92,0.82,74.1,80.0
2023-05-30,80,44.0,86.4,66.4,91.2,0.84,76.0,97.0
2023-05-31,97,53.35,104.76,80.51,110.58,1.02,92.15,255.0
2023-01-06,255,140.25,275.4,211.65,290.7,2.68,242.25,185.0
2023-02-06,185,101.75,199.8,153.55,210.9,1.94,175.75,246.0
2023-03-06,246,135.3,265.68,204.18,280.44,2.58,233.7,99.0
2023-04-06,99,54.45,106.92,82.17,112.86,1.04,94.05,74.0
2023-05-06,74,40.7,79.92,61.42,84.36,0.78,70.3,81.0
2023-06-06,81,44.55,87.48,67.23,92.34,0.85,76.95,51.0
2023-07-06,51,28.05,55.08,42.33,58.14,0.54,48.45,68.0
2023-08-06,68,37.4,73.44,56.44,77.52,0.71,64.6,78.0
2023-09-06,78,42.9,84.24,64.74,88.92,0.82,74.1,131.0
2023-10-06,131,72.05,141.48,108.73,149.34,1.38,124.45,198.0
2023-11-06,198,108.9,213.84,164.34,225.72,2.08,188.1,154.0
2023-12-06,154,84.7,166.32,127.82,175.56,1.62,146.3,83.0
2023-06-13,83,45.65,89.64,68.89,94.62,0.87,78.85,78.0
2023-06-14,78,42.9,84.24,64.74,88.92,0.82,74.1,83.0
2023-06-15,83,45.65,89.64,68.89,94.62,0.87,78.85,84.0
2023-06-16,84,46.2,90.72,69.72,95.76,0.88,79.8,89.0
2023-06-17,89,48.95,96.12,73.87,101.46,0.93,84.55,98.0
2023-06-18,98,53.9,105.84,81.34,111.72,1.03,93.1,92.0
2023-06-19,92,50.6,99.36,76.36,104.88,0.97,87.4,93.0
2023-06-20,93,51.15,100.44,77.19,106.02,0.98,88.35,100.0
2023-06-21,100,55.0,108.0,83.0,114.0,1.05,95.0,97.0
2023-06-22,97,53.35,104.76,80.51,110.58,1.02,92.15,77.0
2023-06-23,77,42.35,83.16,63.91,87.78,0.81,73.15,73.0
2023-06-24,73,40.15,78.84,60.59,83.22,0.77,69.35,61.0
2023-06-25,61,33.55,65.88,50.63,69.54,0.64,57.95,73.0
2023-06-26,73,40.15,78.84,60.59,83.22,0.77,69.35,58.0
2023-06-27,58,31.9,62.64,48.14,66.12,0.61,55.1,61.0
2023-06-28,61,33.55,65.88,50.63,69.54,0.64,57.95,53.0
2023-06-29,53,29.15,57.24,43.99,60.42,0.56,50.35,56.0
2023-06-30,56,30.8,60.48,46.48,63.84,0.59,53.2,204.0
2023-01-07,204,112.2,220.32,169.32,232.56,2.14,193.8,177.0
2023-02-07,177,97.35,191.16,146.91,201.78,1.86,168.15,139.0
2023-03-07,139,76.45,150.12,115.37,158.46,1.46,132.05,149.0
2023-04-07,149,81.95,160.92,123.67,169.86,1.56,141.55,84.0
2023-05-07,84,46.2,90.72,69.72,95.76,0.88,79.8,87.0
2023-06-07,87,47.85,93.96,72.21,99.18,0.91,82.65,54.0
2023-07-07,54,29.7,58.32,44.82,61.56,0.57,51.3,70.0
2023-08-07,70,38.5,75.6,58.1,79.8,0.74,66.5,71.0
2023-09-07,71,39.05,76.68,58.93,80.94,0.75,67.45,120.0
2023-10-07,120,66.0,129.6,99.6,136.8,1.26,114.0,186.0
2023-11-07,186,102.3,200.88,154.38,212.04,1.95,176.7,125.0
2023-12-07,125,68.75,135.0,103.75,142.5,1.31,118.75,108.0
2023-07-13,108,59.4,116.64,89.64,123.12,1.13,102.6,87.0
2023-07-14,87,47.85,93.96,72.21,99.18,0.91,82.65,82.0
2023-07-15,82,45.1,88.56,68.06,93.48,0.86,77.9,87.0
2023-07-16,87,47.85,93.96,72.21,99.18,0.91,82.65,83.0
2023-07-17,83,45.65,89.64,68.89,94.62,0.87,78.85,80.0
2023-07-18,80,44.0,86.4,66.4,91.2,0.84,76.0,86.0
2023-07-19,86,47.3,92.88,71.38,98.04,0.9,81.7,86.0
2023-07-20,86,47.3,92.88,71.38,98.04,0.9,81.7,87.0
2023-07-21,87,47.85,93.96,72.21,99.18,0.91,82.65,88.0
2023-07-22,88,48.4,95.04,73.04,100.32,0.92,83.6,88.0
2023-07-23,88,48.4,95.04,73.04,100.32,0.92,83.6,87.0
2023-07-24,87,47.85,93.96,72.21,99.18,0.91,82.65,81.0
2023-07-25,81,44.55,87.48,67.23,92.34,0.85,76.95,48.0
2023-07-26,48,26.4,51.84,39.84,54.72,0.5,45.6,45.0
2023-07-27,45,24.75,48.6,37.35,51.3,0.47,42.75,49.0
2023-07-28,49,26.95,52.92,40.67,55.86,0.51,46.55,51.0
2023-07-29,51,28.05,55.08,42.33,58.14,0.54,48.45,52.0
2023-07-30,52,28.6,56.16,43.16,59.28,0.55,49.4,53.0
2023-07-31,53,29.15,57.24,43.99,60.42,0.56,50.35,198.0
2023-01-08,198,108.9,213.84,164.34,225.72,2.08,188.1,233.0
2023-02-08,233,128.15,251.64,193.39,265.62,2.45,221.35,136.0
2023-03-08,136,74.8,146.88,112.88,155.04,1.43,129.2,182.0
2023-04-08,182,100.1,196.56,151.06,207.48,1.91,172.9,82.0
2023-05-08,82,45.1,88.56,68.06,93.48,0.86,77.9,89.0
2023-06-08,89,48.95,96.12,73.87,101.46,0.93,84.55,91.0
2023-07-08,91,50.05,98.28,75.53,103.74,0.96,86.45,71.0
2023-08-08,71,39.05,76.68,58.93,80.94,0.75,67.45,65.0
2023-09-08,65,35.75,70.2,53.95,74.1,0.68,61.75,110.0
2023-10-08,110,60.5,118.8,91.3,125.4,1.16,104.5,131.0
2023-11-08,131,72.05,141.48,108.73,149.34,1.38,124.45,117.0
2023-12-08,117,64.35,126.36,97.11,133.38,1.23,111.15,68.0
2023-08-13,68,37.4,73.44,56.44,77.52,0.71,64.6,67.0
2023-08-14,67,36.85,72.36,55.61,76.38,0.7,63.65,62.0
2023-08-15,62,34.1,66.96,51.46,70.68,0.65,58.9,56.0
2023-08-16,56,30.8,60.48,46.48,63.84,0.59,53.2,55.0
2023-08-17,55,30.25,59.4,45.65,62.7,0.58,52.25,55.0
2023-08-18,55,30.25,59.4,45.65,62.7,0.58,52.25,50.0
2023-08-19,50,27.5,54.0,41.5,57.0,0.53,47.5,53.0
2023-08-20,53,29.15,57.24,43.99,60.42,0.56,50.35,51.0
2023-08-21,51,28.05,55.08,42.33,58.14,0.54,48.45,50.0
2023-08-22,50,27.5,54.0,41.5,57.0,0.53,47.5,52.0
2023-08-23,52,28.6,56.16,43.16,59.28,0.55,49.4,53.0
2023-08-24,53,29.15,57.24,43.99,60.42,0.56,50.35,54.0
2023-08-25,54,29.7,58.32,44.82,61.56,0.57,51.3,61.0
2023-08-26,61,33.55,65.88,50.63,69.54,0.64,57.95,60.0
2023-08-27,60,33.0,64.8,49.8,68.4,0.63,57.0,56.0
2023-08-28,56,30.8,60.48,46.48,63.84,0.59,53.2,64.0
2023-08-29,64,35.2,69.12,53.12,72.96,0.67,60.8,87.0
2023-08-30,87,47.85,93.96,72.21,99.18,0.91,82.65,91.0
2023-08-31,91,50.05,98.28,75.53,103.74,0.96,86.45,137.0
2023-01-09,137,75.35,147.96,113.71,156.18,1.44,130.15,236.0
2023-02-09,236,129.8,254.88,195.88,269.04,2.48,224.2,156.0
2023-03-09,156,85.8,168.48,129.48,177.84,1.64,148.2,156.0
2023-04-09,156,85.8,168.48,129.48,177.84,1.64,148.2,91.0
2023-05-09,91,50.05,98.28,75.53,103.74,0.96,86.45,81.0
2023-06-09,81,44.55,87.48,67.23,92.34,0.85,76.95,70.0
2023-07-09,70,38.5,75.6,58.1,79.8,0.74,66.5,78.0
2023-08-09,78,42.9,84.24,64.74,88.92,0.82,74.1,61.0
2023-09-09,61,33.55,65.88,50.63,69.54,0.64,57.95,144.0
2023-10-09,144,79.2,155.52,119.52,164.16,1.51,136.8,111.0
2023-11-09,111,61.05,119.88,92.13,126.54,1.17,105.45,114.0
2023-12-09,114,62.7,123.12,94.62,129.96,1.2,108.3,58.0
2023-09-13,58,31.9,62.64,48.14,66.12,0.61,55.1,63.0
2023-09-14,63,34.65,68.04,52.29,71.82,0.66,59.85,65.0
2023-09-15,65,35.75,70.2,53.95,74.1,0.68,61.75,60.0
2023-09-16,60,33.0,64.8,49.8,68.4,0.63,57.0,57.0
2023-09-17,57,31.35,61.56,47.31,64.98,0.6,54.15,58.0
2023-09-18,58,31.9,62.64,48.14,66.12,0.61,55.1,53.0
2023-09-19,53,29.15,57.24,43.99,60.42,0.56,50.35,51.0
2023-09-20,51,28.05,55.08,42.33,58.14,0.54,48.45,59.0
2023-09-21,59,32.45,63.72,48.97,67.26,0.62,56.05,59.0
2023-09-22,59,32.45,63.72,48.97,67.26,0.62,56.05,58.0
2023-09-23,58,31.9,62.64,48.14,66.12,0.61,55.1,53.0
2023-09-24,53,29.15,57.24,43.99,60.42,0.56,50.35,59.0
2023-09-25,59,32.45,63.72,48.97,67.26,0.62,56.05,67.0
2023-09-26,67,36.85,72.36,55.61,76.38,0.7,63.65,68.0
2023-09-27,68,37.4,73.44,56.44,77.52,0.71,64.6,77.0
2023-09-28,77,42.35,83.16,63.91,87.78,0.81,73.15,94.0
2023-09-29,94,51.7,101.52,78.02,107.16,0.99,89.3,72.0
2023-09-30,72,39.6,77.76,59.76,82.08,0.76,68.4,158.0
2023-01-10,158,86.9,170.64,131.14,180.12,1.66,150.1,200.0
2023-02-10,200,110.0,216.0,166.0,228.0,2.1,190.0,145.0
2023-03-10,145,79.75,156.6,120.35,165.3,1.52,137.75,132.0
2023-04-10,132,72.6,142.56,109.56,150.48,1.39,125.4,112.0
2023-05-10,112,61.6,120.96,92.96,127.68,1.18,106.4,85.0
2023-06-10,85,46.75,91.8,70.55,96.9,0.89,80.75,65.0
2023-07-10,65,35.75,70.2,53.95,74.1,0.68,61.75,65.0
2023-08-10,65,35.75,70.2,53.95,74.1,0.68,61.75,54.0
2023-09-10,54,29.7,58.32,44.82,61.56,0.57,51.3,109.0
2023-10-10,109,59.95,117.72,90.47,124.26,1.14,103.55,87.0
2023-11-10,87,47.85,93.96,72.21,99.18,0.91,82.65,114.0
2023-12-10,114,62.7,123.12,94.62,129.96,1.2,108.3,159.0
2023-10-13,159,87.45,171.72,131.97,181.26,1.67,151.05,177.0
2023-10-14,177,97.35,191.16,146.91,201.78,1.86,168.15,150.0
2023-10-15,150,82.5,162.0,124.5,171.0,1.58,142.5,185.0
2023-10-16,185,101.75,199.8,153.55,210.9,1.94,175.75,189.0
2023-10-17,189,103.95,204.12,156.87,215.46,1.98,179.55,199.0
2023-10-18,199,109.45,214.92,165.17,226.86,2.09,189.05,156.0
2023-10-19,156,85.8,168.48,129.48,177.84,1.64,148.2,185.0
2023-10-20,185,101.75,199.8,153.55,210.9,1.94,175.75,155.0
2023-10-21,155,85.25,167.4,128.65,176.7,1.63,147.25,172.0
2023-10-22,172,94.6,185.76,142.76,196.08,1.81,163.4,177.0
2023-10-23,177,97.35,191.16,146.91,201.78,1.86,168.15,182.0
2023-10-24,182,100.1,196.56,151.06,207.48,1.91,172.9,157.0
2023-10-25,157,86.35,169.56,130.31,178.98,1.65,149.15,157.0
2023-10-26,157,86.35,169.56,130.31,178.98,1.65,149.15,139.0
2023-10-27,139,76.45,150.12,115.37,158.46,1.46,132.05,153.0
2023-10-28,153,84.15,165.24,126.99,174.42,1.61,145.35,152.0
2023-10-29,152,83.6,164.16,126.16,173.28,1.6,144.4,157.0
2023-10-30,157,86.35,169.56,130.31,178.98,1.65,149.15,168.0
2023-10-31,168,92.4,181.44,139.44,191.52,1.76,159.6,213.0
2023-01-11,213,117.15,230.04,176.79,242.82,2.24,202.35,172.0
2023-02-11,172,94.6,185.76,142.76,196.08,1.81,163.4,163.0
2023-03-11,163,89.65,176.04,135.29,185.82,1.71,154.85,112.0
2023-04-11,112,61.6,120.96,92.96,127.68,1.18,106.4,121.0
2023-05-11,121,66.55,130.68,100.43,137.94,1.27,114.95,85.0
2023-06-11,85,46.75,91.8,70.55,96.9,0.89,80.75,73.0
2023-07-11,73,40.15,78.84,60.59,83.22,0.77,69.35,61.0
2023-08-11,61,33.55,65.88,50.63,69.54,0.64,57.95,54.0
2023-09-11,54,29.7,58.32,44.82,61.56,0.57,51.3,88.0
2023-10-11,88,48.4,95.04,73.04,100.32,0.92,83.6,90.0
2023-11-11,90,49.5,97.2,74.7,102.6,0.95,85.5,108.0
2023-12-11,108,59.4,116.64,89.64,123.12,1.13,102.6,193.0
2023-11-13,193,106.15,208.44,160.19,220.02,2.03,183.35,168.0
2023-11-14,168,92.4,181.44,139.44,191.52,1.76,159.6,201.0
2023-11-15,201,110.55,217.08,166.83,229.14,2.11,190.95,168.0
2023-11-16,168,92.4,181.44,139.44,191.52,1.76,159.6,140.0
2023-11-17,140,77.0,151.2,116.2,159.6,1.47,133.0,162.0
2023-11-18,162,89.1,174.96,134.46,184.68,1.7,153.9,159.0
2023-11-19,159,87.45,171.72,131.97,181.26,1.67,151.05,115.0
2023-11-20,115,63.25,124.2,95.45,131.1,1.21,109.25,132.0
2023-11-21,132,72.6,142.56,109.56,150.48,1.39,125.4,123.0
2023-11-22,123,67.65,132.84,102.09,140.22,1.29,116.85,137.0
2023-11-23,137,75.35,147.96,113.71,156.18,1.44,130.15,152.0
2023-11-24,152,83.6,164.16,126.16,173.28,1.6,144.4,124.0
2023-11-25,124,68.2,133.92,102.92,141.36,1.3,117.8,98.0
2023-11-26,98,53.9,105.84,81.34,111.72,1.03,93.1,59.0
2023-11-27,59,32.45,63.72,48.97,67.26,0.62,56.05,61.0
2023-11-28,61,33.55,65.88,50.63,69.54,0.64,57.95,94.0
2023-11-29,94,51.7,101.52,78.02,107.16,0.99,89.3,102.0
2023-11-30,102,56.1,110.16,84.66,116.28,1.07,96.9,196.0
2023-01-12,196,107.8,211.68,162.68,223.44,2.06,186.2,165.0
2023-02-12,165,90.75,178.2,136.95,188.1,1.73,156.75,186.0
2023-03-12,186,102.3,200.88,154.38,212.04,1.95,176.7,134.0
2023-04-12,134,73.7,144.72,111.22,152.76,1.41,127.3,120.0
2023-05-12,120,66.0,129.6,99.6,136.8,1.26,114.0,90.0
2023-06-12,90,49.5,97.2,74.7,102.6,0.95,85.5,77.0
2023-07-12,77,42.35,83.16,63.91,87.78,0.81,73.15,65.0
2023-08-12,65,35.75,70.2,53.95,74.1,0.68,61.75,59.0
2023-09-12,59,32.45,63.72,48.97,67.26,0.62,56.05,100.0
2023-10-12,100,55.0,108.0,83.0,114.0,1.05,95.0,154.0
2023-11-12,154,84.7,166.32,127.82,175.56,1.62,146.3,114.0
2023-12-12,114,62.7,123.12,94.62,129.96,1.2,108.3,115.0
2023-12-13,115,63.25,124.2,95.45,131.1,1.21,109.25,134.0
2023-12-14,134,73.7,144.72,111.22,152.76,1.41,127.3,139.0
2023-12-15,139,76.45,150.12,115.37,158.46,1.46,132.05,133.0
2023-12-16,133,73.15,143.64,110.39,151.62,1.4,126.35,126.0
2023-12-17,126,69.3,136.08,104.58,143.64,1.32,119.7,136.0
2023-12-18,136,74.8,146.88,112.88,155.04,1.43,129.2,138.0
2023-12-19,138,75.9,149.04,114.54,157.32,1.45,131.1,134.0
2023-12-20,134,73.7,144.72,111.22,152.76,1.41,127.3,157.0
2023-12-21,157,86.35,169.56,130.31,178.98,1.65,149.15,189.0
2023-12-22,189,103.95,204.12,156.87,215.46,1.98,179.55,190.0
2023-12-23,190,104.5,205.2,157.7,216.6,2.0,180.5,166.0
2023-12-24,166,91.3,179.28,137.78,189.24,1.74,157.7,155.0
2023-12-25,155,85.25,167.4,128.65,176.7,1.63,147.25,178.0
2023-12-26,178,97.9,192.24,147.74,202.92,1.87,169.1,174.0
2023-12-27,174,95.7,187.92,144.42,198.36,1.83,165.3,194.0
2023-12-28,194,106.7,209.52,161.02,221.16,2.04,184.3,181.0
2023-12-29,181,99.55,195.48,150.23,206.34,1.9,171.95,161.0
2023-12-30,161,88.55,173.88,133.63,183.54,1.69,152.95,143.0
2023-12-31,143,78.65,154.44,118.69,163.02,1.5,135.85,132.0
2024-01-01,132,72.6,142.56,109.56,150.48,1.39,125.4,93.0
2024-02-01,93,51.15,100.44,77.19,106.02,0.98,88.35,118.0
2024-03-01,118,64.9,127.44,97.94,134.52,1.24,112.1,106.0
2024-04-01,106,58.3,114.48,87.98,120.84,1.11,100.7,102.0
2024-05-01,102,56.1,110.16,84.66,116.28,1.07,96.9,62.0
2024-06-01,62,34.1,66.96,51.46,70.68,0.65,58.9,60.0
2024-07-01,60,33.0,64.8,49.8,68.4,0.63,57.0,41.0
2024-08-01,41,22.55,44.28,34.03,46.74,0.43,38.95,39.0
2024-09-01,39,21.45,42.12,32.37,44.46,0.41,37.05,66.0
2024-10-01,66,36.3,71.28,54.78,75.24,0.69,62.7,169.0
2024-11-01,169,92.95,182.52,140.27,192.66,1.77,160.55,167.0
2024-12-01,167,91.85,180.36,138.61,190.38,1.75,158.65,135.0
2024-01-13,135,74.25,145.8,112.05,153.9,1.42,128.25,111.0
2024-01-14,111,61.05,119.88,92.13,126.54,1.17,105.45,76.0
2024-01-15,76,41.8,82.08,63.08,86.64,0.8,72.2,74.0
2024-01-16,74,40.7,79.92,61.42,84.36,0.78,70.3,101.0
2024-01-17,101,55.55,109.08,83.83,115.14,1.06,95.95,100.0
2024-01-18,100,55.0,108.0,83.0,114.0,1.05,95.0,110.0
2024-01-19,110,60.5,118.8,91.3,125.4,1.16,104.5,151.0
2024-01-20,151,83.05,163.08,125.33,172.14,1.59,143.45,103.0
2024-01-21,103,56.65,111.24,85.49,117.42,1.08,97.85,128.0
2024-01-22,128,70.4,138.24,106.24,145.92,1.34,121.6,116.0
